recipients,suppliers,year,quantity,weapon description,status
South Vietnam,United States,1967,100,APC,Second hand
South Vietnam,United States,1963,125,APC,New
South Vietnam,United States,1963,125,armoured car,Second hand
South Vietnam,United States,1970,24,self-propelled gun,Second hand
South Vietnam,United States,1971,85,tank,Second hand
Venezuela,United States,1962,6,helicopter,Second hand
Venezuela,United States,1958,34,trainer aircraft,New
Venezuela,United States,1956,18,transport aircraft,New
Venezuela,United States,1952,25,armoured car,Second hand
Venezuela,United States,1957,3,light helicopter,New
Venezuela,United States,1960,7,maritime patrol aircraft,Second hand
Venezuela,United States,1952,40,tank destroyer,Second hand
Venezuela,United States,1962,3,light helicopter,New
Venezuela,United States,1974,2,transport aircraft,New
New Zealand,United States,1965,5,helicopter,New
Venezuela,United States,1971,12,light aircraft,New
New Zealand,United States,1965,6,light helicopter,New
New Zealand,United States,1964,3,transport aircraft,New
New Zealand,United States,1965,2,transport aircraft,New
New Zealand,United States,1969,10,helicopter,New
New Zealand,United States,1969,14,FGA aircraft,New
Venezuela,United States,1968,8,helicopter,Second hand
Norway,United States,1968,5,ASW aircraft,New
Norway,United States,1955,115,fighter aircraft,Second hand
Norway,United States,1954,64,fighter aircraft,New
Norway,United States,1956,16,light aircraft,New
Norway,United States,1958,4,helicopter,New
New Zealand,United States,1960,10,light tank,Second hand
Thailand,United States,1998,6,ARV,New
Norway,United States,1967,6,transport aircraft,New
Uruguay,United States,1973,6,helicopter,Second hand
Uruguay,United States,1950,11,bomber aircraft,Second hand
Uruguay,United States,1953,3,maritime patrol aircraft,Second hand
Uruguay,United States,1954,2,light helicopter,New
Uruguay,United States,1950,25,fighter aircraft,Second hand
Norway,United States,1974,389,anti-tank missile,New
Norway,United States,1948,100,light tank,Second hand
Norway,United States,1965,109,APC,New
Norway,United States,1968,130,self-propelled gun,New
Uruguay,United States,1972,1,transport aircraft,Second hand but modernized
Uruguay,United States,1971,2,transport aircraft,Second hand but modernized
Uruguay,United States,1969,18,APC,New
Uruguay,United States,1961,2,light aircraft,New
Uruguay,United States,1965,1,trainer aircraft,Second hand
Uruguay,United States,1963,5,light aircraft,New
Uruguay,United States,1964,2,light helicopter,New
Uruguay,United States,1964,3,light aircraft,New
Turkiye,United States,1957,30,reconnaissance aircraft,New
Turkiye,United States,1955,3,transport aircraft,Second hand
Turkiye,United States,1972,50,light aircraft,New
Turkiye,United States,1964,50,light helicopter,New
Turkiye,United States,1971,12,ASW aircraft,Second hand
Turkiye,United States,1960,1250,tank,Second hand
Taiwan,United States,1965,1,frigate/landing ship,Second hand
Turkiye,United States,1972,36,self-propelled gun,New
Turkiye,United States,1978,93,helicopter,Second hand
Turkiye,United States,1971,4,light transport aircraft,New
Turkiye,United States,1971,10,FGA aircraft,Second hand
Turkiye,United States,1971,700,anti-tank missile,New
Turkiye,United States,1964,581,APC,New
Turkiye,United States,1956,500,APC,New
Turkiye,United States,1958,524,SAM,New
Turkiye,United States,1954,50,SAM,New
Turkiye,United States,1959,100,light tank,Second hand
Tunisia,United States,1958,12,light tank,Second hand
Thailand,United States,1950,6,light aircraft,New
Thailand,United States,1966,10,ASW aircraft,Second hand
Thailand,United States,1950,10,light helicopter,New
Thailand,United States,1961,8,trainer aircraft,New
Thailand,United States,1969,16,ground attack aircraft,New
Thailand,United States,1954,6,light aircraft,New
Thailand,United States,1973,16,ground attack aircraft,New
Uruguay,United States,1958,2,light aircraft,New
Tunisia,United States,1968,12,fighter aircraft,Second hand
Thailand,United States,1974,20,ground attack aircraft,New
Thailand,United States,1949,8,transport aircraft,Second hand
Thailand,United States,1952,10,light aircraft,Second hand
Thailand,United States,1960,38,light aircraft,Second hand
Taiwan,United States,1956,15,maritime patrol aircraft,Second hand
Thailand,United States,1960,4,light transport aircraft,Second hand
Thailand,United States,1966,6,helicopter,New
Thailand,United States,1968,19,helicopter,New
Thailand,United States,1971,4,transport helicopter,Second hand
Thailand,United States,1968,120,helicopter,New
Thailand,United States,1968,40,SAM,New
Thailand,United States,1954,50,armoured car,Second hand
Thailand,United States,1958,100,light tank,Second hand
Thailand,United States,1960,100,APC/APV,Second hand
Thailand,United States,1965,200,APC,Second hand
Taiwan,United States,1954,39,helicopter,New
Thailand,United States,1951,5,light aircraft,Second hand
Thailand,United States,1963,5,light aircraft,New
Taiwan,United States,1956,4,maritime patrol aircraft,Second hand
Taiwan,United States,1958,25,trainer aircraft,Second hand
Taiwan,United States,1951,25,light tank,Second hand
Taiwan,United States,1953,550,light tank,Second hand
Taiwan,United States,1958,29,fighter aircraft,Second hand
Sudan,United States,1964,45,APC,New
Sri Lanka,United States,1963,1,light helicopter,New
Sri Lanka,United States,1968,3,light helicopter,New
Somalia,United States,1981,15,APC,New
Singapore,United States,1969,1,light transport aircraft,New
Singapore,United States,1968,8,trainer/light aircraft,New
Singapore,United States,1969,30,APC,New
Sierra Leone,United States,1972,2,light helicopter,New
Sierra Leone,United States,1972,1,light helicopter,New
Saudi Arabia,United States,1956,10,trainer aircraft,New
Saudi Arabia,United States,1951,3,transport aircraft,Second hand
Saudi Arabia,United States,1951,10,trainer aircraft,Second hand
Saudi Arabia,United States,1958,2,light aircraft,New
Saudi Arabia,United States,1965,1,light transport aircraft,New
El Salvador,United States,1968,4,bomber aircraft,Second hand
Saudi Arabia,United States,1965,9,transport aircraft,New
Saudi Arabia,United States,1957,15,light tank,Second hand
El Salvador,United States,1977,1,transport aircraft,Second hand
Saudi Arabia,United States,1959,55,tank,Second hand
El Salvador,United States,1970,1,light helicopter,New
South Africa,United States,1964,20,light aircraft,New
South Africa,United States,1968,1,light transport aircraft,New
South Africa,United States,1960,25,light aircraft,New
South Africa,United States,1958,1,helicopter,New
South Africa,United States,1955,2,helicopter,New
South Africa,United States,1950,4,light helicopter,New
Philippines,United States,1963,7,light tank,Second hand
Philippines,United States,1955,1,light helicopter,New
Netherlands,United States,1952,3,reconnaissance aircraft,New
Philippines,United States,1967,8,light helicopter,New
Philippines,United States,1959,20,trainer aircraft,Second hand
Philippines,United States,1951,1,light transport aircraft,New
Philippines,United States,1960,2,light aircraft,Second hand
Philippines,United States,1957,3,light transport aircraft,New
Sweden,United States,1950,3,air search radar,New
Philippines,United States,1963,6,light aircraft,New
Philippines,United States,1967,2,light helicopter,New
Philippines,United States,1967,20,trainer/light aircraft,New
Philippines,United States,1967,15,APC,New
Philippines,United States,1971,4,trainer/combat aircraft,Second hand
Philippines,United States,1954,15,APC,Second hand
Netherlands,United States,1955,17,maritime patrol aircraft,Second hand
Nicaragua,United States,1955,7,light transport aircraft,Second hand
Nicaragua,United States,1965,6,trainer aircraft,Second hand
Nicaragua,United States,1952,3,transport aircraft,Second hand
Nicaragua,United States,1962,3,light aircraft,New
Nicaragua,United States,1961,8,light aircraft,New
Nicaragua,United States,1963,1,light helicopter,New
Netherlands,United States,1958,1100,SRAAM,New
Netherlands,United States,1952,12,ASW aircraft,New
Netherlands,United States,1959,26,ASW aircraft,New
Netherlands,United States,1967,136,self-propelled gun,New
Netherlands,United States,1970,125,SAM,New
Morocco,United States,1963,15,armoured car,Second hand
Morocco,United States,1966,50,self-propelled gun,Second hand
Mexico,United States,1962,4,light helicopter,New
Mexico,United States,1958,10,trainer aircraft,New
Morocco,United States,1975,100,tank,Second hand
Belgium,United States,1960,19,armoured bridgelayer,New
Mexico,United States,1961,15,trainer aircraft,Second hand
Mexico,United States,1961,3,transport aircraft,Second hand
Mexico,United States,1950,10,light transport aircraft,New
Mexico,United States,1960,3,light helicopter,New
Mexico,United States,1958,2,light aircraft,New
Mexico,United States,1965,5,transport aircraft,Second hand
Mexico,United States,1965,1,transport aircraft,New
Mexico,United States,1966,12,trainer aircraft,Second hand but modernized
Mexico,United States,1970,2,helicopter,New
Mexico,United States,1969,20,light aircraft,New
Mexico,United States,1972,5,helicopter,New
Mexico,United States,1971,5,light helicopter,New
Mexico,United States,1952,5,maritime patrol aircraft,Second hand
Mexico,United States,1962,15,armoured car,New
Malaysia,United States,1967,10,transport helicopter,New
Malaysia,United States,1972,14,FGA aircraft,New
Malaysia,United States,1974,9,light helicopter,New
Malaysia,United States,1971,100,APC,New
Libya,United States,1957,2,light helicopter,New
Libya,United States,1963,5,transport aircraft,Second hand
Libya,United States,1968,10,FGA aircraft,New
Libya,United States,1965,3,trainer aircraft,Second hand
Laos,United States,1969,7,trainer/light aircraft,Second hand
Liberia,United States,1958,15,APC/APV,Second hand
Lebanon,United States,1957,30,APC,Second hand
Liberia,United States,1975,2,transport aircraft,Second hand
Lebanon,United States,1974,200,anti-tank missile,New
Laos,United States,1960,10,trainer aircraft,Second hand
Kuwait,United States,1973,3150,anti-tank missile,New
South Korea,United States,1954,20,transport aircraft,Second hand
South Korea,United States,1956,8,helicopter,New
South Korea,United States,1951,6,light aircraft,New
South Korea,United States,1964,24,light aircraft,Second hand
South Korea,United States,1966,6,transport aircraft,Second hand
South Korea,United States,1970,6,helicopter,New
South Korea,United States,1968,6,ASW aircraft,Second hand
South Korea,United States,1960,33,trainer aircraft,Second hand
South Korea,United States,1960,2,patrol craft,Second hand
South Korea,United States,1950,200,armoured car,Second hand
South Korea,United States,1953,70,tank destroyer,Second hand
South Korea,United States,1970,50,self-propelled gun,New
South Korea,United States,1965,8,transport aircraft,Second hand
Cambodia,United States,1972,30,APC,Second hand
Kenya,United States,1969,2,light helicopter,Second hand
Kenya,United States,1971,2,light transport aircraft,New
Cambodia,United States,1970,6,trainer/light aircraft,Second hand
Cambodia,United States,1957,10,light tank,Second hand
Cambodia,United States,1972,8,self-propelled gun,Second hand
Jordan,United States,1962,1,transport aircraft,Second hand
Jordan,United States,1964,50,tank,Second hand
Jordan,United States,1964,50,APC,Second hand
Jordan,United States,1968,52,tank,Second hand
Jordan,United States,1969,35,self-propelled gun,Second hand
Japan,United States,1959,20,self-propelled AA gun,New
Japan,United States,1959,140,light tank,Second hand
Japan,United States,1954,250,tank,Second hand
Jamaica,United States,1973,3,helicopter,New
Jamaica,United States,1974,1,light transport aircraft,New
Jamaica,United States,1974,1,light aircraft,New
Italy,United States,1956,6,ASW aircraft,Second hand
Japan,United States,1957,60,ASW aircraft,New
Japan,United States,1954,35,transport aircraft,Second hand
Japan,United States,1965,30,self-propelled gun,Second hand
Jamaica,United States,1970,1,light helicopter,New
Italy,United States,1971,14,transport aircraft,New
Italy,United States,1962,44,light aircraft,Second hand
Italy,United States,1958,1,transport aircraft,New
Italy,United States,1956,14,ASW helicopter,New
Italy,United States,1957,108,self-propelled gun,New
Italy,United States,1953,50,self-propelled AA gun,New
Italy,United States,1962,800,SAM,New
Italy,United States,1956,25,APC,Second hand
Italy,United States,1958,400,SRAAM,New
Italy,United States,1957,50,SSM launcher,New
Israel,United States,1975,6,transport aircraft,New
Israel,United States,1974,12,reconnaissance aircraft,New
Israel,United States,1974,200,anti-radar missile,New
Israel,United States,1949,51,trainer aircraft,Second hand
Israel,United States,1949,11,trainer aircraft,Second hand
Italy,United States,1948,50,tank,Second hand
Israel,United States,1962,5,transport aircraft,Second hand
Israel,United States,1958,2,light helicopter,New
Israel,United States,1953,2,maritime patrol aircraft,Second hand
Israel,United States,1959,7,helicopter,Second hand
Israel,United States,1966,48,FGA aircraft,New
Israel,United States,1967,18,transport helicopter,New
Israel,United States,1971,24,light helicopter,New
